455	50	3.0
455	457	4.0
455	28	5.0
455	458	3.0
455	459	5.0
455	153	5.0
455	160	5.0
455	279	5.0
455	461	4.0
455	103	5.0
455	462	5.0
455	463	2.0
455	465	3.0
455	466	5.0
455	468	5.0
455	389	3.0
455	469	4.0
455	134	5.0
455	470	5.0
455	472	3.0
455	55	3.0
455	203	4.0
455	473	5.0
455	44	5.0
455	474	4.0
455	475	5.0
455	476	4.0
455	34	5.0
455	205	3.0
455	478	5.0
455	479	5.0
455	135	5.0
455	52	4.0
455	234	3.0
455	480	4.0
455	91	3.0
455	35	5.0
455	139	1.0
455	481	4.0
455	483	5.0
455	111	5.0
455	486	5.0
455	489	4.0
455	490	5.0
455	491	5.0
455	492	4.0
455	188	5.0
455	498	5.0
559	34	5.0
559	566	5.0
559	572	5.0
559	143	5.0
559	577	5.0
559	580	5.0
559	582	5.0
559	583	5.0
559	66	5.0
559	585	5.0
559	587	3.0
559	265	5.0
559	591	5.0
559	592	5.0
559	137	5.0
559	595	5.0
559	489	1.0
559	133	2.0
559	41	5.0
559	214	5.0
833	838	5.0
833	468	5.0
833	840	5.0
833	841	5.0
833	842	5.0
833	844	4.0
833	848	5.0
833	75	5.0
833	850	5.0
833	851	4.0
833	852	5.0
833	854	5.0
833	855	5.0
833	140	3.0
833	856	5.0
833	857	4.0
833	859	4.0
833	861	5.0
833	141	4.0
833	285	5.0
833	863	5.0
833	864	5.0
833	865	4.0
833	89	5.0
833	90	5.0
833	867	5.0
833	822	5.0
833	135	4.0
833	644	5.0
833	117	5.0
833	45	4.0
833	869	5.0
833	870	5.0
833	592	5.0
833	264	5.0
833	876	5.0
833	877	5.0
833	878	5.0
833	683	5.0
833	330	5.0
833	880	5.0
833	652	5.0
833	329	5.0
833	882	5.0
833	883	5.0
833	885	4.0
833	886	5.0
833	813	5.0
833	890	5.0
833	891	5.0
833	237	5.0
833	894	5.0
833	895	4.0
833	557	5.0
833	71	5.0
833	279	5.0
833	901	4.0
833	231	5.0
833	902	4.0
833	903	5.0
833	200	5.0
833	907	5.0
833	199	5.0
833	909	5.0
833	910	5.0
833	911	5.0
833	912	4.0
833	133	5.0
833	913	5.0
833	914	5.0
833	558	4.0
833	917	4.0
833	137	5.0
833	55	5.0
833	52	5.0
833	920	5.0
833	724	5.0
833	922	5.0
833	807	4.0
1155	1157	4.0
1155	813	4.0
1155	140	5.0
1155	1124	5.0
1155	854	5.0
1155	1159	3.0
1155	771	4.0
1155	1161	4.0
1155	1162	3.0
1155	768	4.0
1155	558	5.0
1155	72	4.0
1155	63	4.0
1155	1163	5.0
1155	79	5.0
1155	1165	5.0
1155	200	3.0
1155	532	3.0
1155	934	3.0
1155	44	3.0
1155	1171	3.0
1155	1172	4.0
1155	883	5.0
1155	312	3.0
1155	203	4.0
1155	75	4.0
1155	1174	3.0
1155	609	5.0
1155	671	4.0
1155	93	5.0
1155	438	5.0
1155	515	3.0
1155	1179	2.0
1155	131	4.0
1299	1300	4.0
1299	238	4.0
1299	489	5.0
1299	154	2.0
1299	1124	4.0
1299	177	4.0
1299	993	3.0
1299	1301	4.0
1299	134	3.0
1299	458	5.0
1299	224	4.0
1299	52	5.0
1299	1302	5.0
1299	882	4.0
1299	1303	3.0
1299	135	5.0
1299	468	5.0
1299	1304	5.0
1299	1058	3.0
1299	810	3.0
1299	287	3.0
1299	748	4.0
1299	140	4.0
1381	656	2.0
1381	377	5.0
1381	1386	5.0
1381	1122	4.0
1381	384	5.0
1381	1389	5.0
1381	362	4.0
1381	1391	5.0
1381	1392	5.0
1381	1393	5.0
1381	1395	4.0
1381	53	5.0
1381	1041	4.0
1381	406	5.0
1381	1033	5.0
1381	1402	5.0
1381	1404	4.0
1381	1405	5.0
1381	200	5.0
1381	1406	5.0
1381	392	5.0
1381	58	5.0
1381	1410	5.0
1381	1157	5.0
1381	312	3.0
1381	1412	5.0
1381	1415	5.0
1381	1416	5.0
1381	1418	3.0
1381	431	4.0
1381	1419	5.0
1381	1421	4.0
1381	1422	1.0
1381	134	4.0
1381	602	3.0
1381	1428	5.0
1381	1431	5.0
1381	669	5.0
1381	566	5.0
1537	203	5.0
1537	877	4.0
1537	1538	1.0
1537	79	5.0
1537	1080	5.0
1537	261	3.0
1537	1541	4.0
1537	1542	2.0
1537	1543	3.0
1537	277	4.0
1537	1002	4.0
1537	1544	4.0
1537	1545	5.0
1537	134	5.0
1537	1161	5.0
1537	108	5.0
1537	1548	4.0
1537	478	5.0
1537	1507	5.0
1537	1207	4.0
1537	1552	5.0
1537	1553	5.0
1537	1554	4.0
1646	1647	4.0
1646	1648	4.0
1646	117	4.0
1646	1649	5.0
1646	1650	4.0
1646	340	5.0
1646	611	5.0
1646	617	5.0
1646	909	4.0
1646	1058	4.0
1646	165	5.0
1646	109	5.0
1646	137	5.0
1646	454	5.0
1646	1247	2.0
1646	90	4.0
1646	1654	5.0
1646	1656	5.0
1646	885	5.0
1646	1004	5.0
1646	1658	5.0
1873	308	5.0
1873	878	5.0
1873	557	5.0
1873	1174	5.0
1873	38	5.0
1873	1880	5.0
1873	173	4.0
1873	719	5.0
1873	1825	5.0
1873	953	5.0
1873	1528	5.0
1873	807	5.0
1873	1888	5.0
1873	1891	4.0
1873	942	5.0
1873	174	5.0
1873	619	5.0
1873	146	5.0
1873	1410	5.0
1873	912	4.0
2020	1055	3.0
2020	850	4.0
2020	445	5.0
2020	765	4.0
2020	117	5.0
2020	71	5.0
2020	557	5.0
2020	722	5.0
2020	89	5.0
2020	680	4.0
2020	472	4.0
2020	2022	5.0
2020	909	4.0
2020	52	5.0
2020	200	3.0
2020	463	3.0
2020	977	5.0
2020	140	4.0
2020	392	4.0
2020	1958	4.0
2057	203	5.0
2057	876	4.0
2057	277	4.0
2057	472	3.0
2057	765	3.0
2057	934	4.0
2057	942	4.0
2057	504	4.0
2057	2060	4.0
2057	2061	4.0
2057	492	3.0
2057	139	3.0
2057	79	5.0
2057	1822	4.0
2057	293	5.0
2057	418	4.0
2057	966	5.0
2057	457	4.0
2057	340	5.0
2057	52	5.0
2057	438	5.0
2057	489	5.0
2057	134	5.0
2057	469	3.0
2057	2064	5.0
2223	844	5.0
2223	2226	3.0
2223	2229	4.0
2223	109	4.0
2223	2190	5.0
2223	855	4.0
2223	1084	4.0
2223	2022	5.0
2223	1665	4.0
2223	459	4.0
2223	917	5.0
2223	461	5.0
2223	864	5.0
2223	272	5.0
2223	1080	4.0
2223	264	4.0
2223	41	5.0
2223	314	4.0
2223	714	5.0
2223	795	4.0
2223	624	5.0
2223	34	5.0
2450	592	5.0
2450	1431	5.0
2450	686	3.0
2450	602	4.0
2450	1441	5.0
2450	234	4.0
2450	851	5.0
2450	930	4.0
2450	526	3.0
2450	1565	5.0
2450	140	4.0
2450	2061	3.0
2450	765	5.0
2450	19	5.0
2450	315	4.0
2450	2166	5.0
2450	857	3.0
2450	854	4.0
2450	861	4.0
2450	2464	4.0
2450	2465	4.0
2710	572	5.0
2710	458	3.0
2710	1665	4.0
2710	2714	2.0
2710	1658	5.0
2710	331	4.0
2710	609	5.0
2710	520	5.0
2710	41	3.0
2710	2720	5.0
2710	134	3.0
2710	133	4.0
2710	22	5.0
2710	803	5.0
2710	844	3.0
2710	2439	5.0
2710	1301	5.0
2710	461	5.0
2710	200	5.0
2710	2012	2.0
2710	2728	4.0
2710	650	4.0
2710	208	5.0
2710	2729	5.0
2710	1265	5.0
2710	2226	3.0
2710	1556	4.0
2710	2732	5.0
2788	1365	5.0
2788	724	5.0
2788	222	5.0
2788	2789	5.0
2788	244	5.0
2788	134	5.0
2788	107	5.0
2788	861	5.0
2788	813	5.0
2788	555	5.0
2788	1224	5.0
2788	489	5.0
2788	1136	5.0
2788	1650	5.0
2788	1108	5.0
2788	276	5.0
2788	131	5.0
2788	557	5.0
2788	625	5.0
2788	1665	5.0
2788	1405	5.0
2788	2794	5.0
2878	719	3.0
2878	472	5.0
2878	667	4.0
2878	483	5.0
2878	279	4.0
2878	880	5.0
2878	1303	4.0
2878	2041	5.0
2878	1247	3.0
2878	2887	4.0
2878	108	4.0
